Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
methoxsalen,freckling,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,abnormal cns myelination,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,optic atrophy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,decreased nerve conduction velocity,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,keratoconjunctivitis sicca,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,corneal neovascularization,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,decreased body weight,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hearing impairment,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,flexion contracture,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,morphological central nervous system abnormality,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,seborrheic keratosis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,brain atrophy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,dementia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm of the skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,numerous pigmented freckles,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,aplasia/hypoplasia involving the central nervous system,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,papule,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,abnormality of the dentition,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,strabismus,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,blepharitis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,dry skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hyperkeratosis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,thin skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,melanocytic nevus,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hypermelanotic macule,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hypopigmented skin patches,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,pterygium,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,thickened skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,seizure,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,reduced tendon reflexes,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,failure to thrive,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,alopecia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,fever,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,abnormality of extrapyramidal motor function,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,cerebral cortical atrophy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,eeg abnormality,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,developmental regression,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,delayed skeletal maturation,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,arthralgia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,aminoaciduria,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,craniofacial hyperostosis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,"intellectual disability, progressive",xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,opacification of the corneal stroma,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,decreased testicular size,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,ankyloblepharon,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,peripheral neuropathy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,flat nasal alae,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,erythema,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,fatigue,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,macule,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,papilloma,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm of the eye,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,cognitive impairment,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,telangiectasia of the skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,freckles in sun-exposed areas,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,squamous cell carcinoma of the skin,squamous cell carcinoma,contraindication,contraindication,phenotype_phenotype,parent-child
methoxsalen,oropharyngeal squamous cell carcinoma,squamous cell carcinoma,contraindication,contraindication,phenotype_phenotype,parent-child
methoxsalen,squamous cell carcinoma,squamous cell carcinoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,autosomal recessive inheritance,squamous cell carcinoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm of the skin,squamous cell carcinoma,contraindication,contraindication,phenotype_phenotype,parent-child
cemiplimab,squamous cell carcinoma of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
cemiplimab,oropharyngeal squamous cell carcinoma,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
cemiplimab,squamous cell carcinoma,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
cemiplimab,autosomal recessive inheritance,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
cemiplimab,neoplasm of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
temoporfin,squamous cell carcinoma of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
temoporfin,oropharyngeal squamous cell carcinoma,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
temoporfin,squamous cell carcinoma,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
temoporfin,autosomal recessive inheritance,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
temoporfin,neoplasm of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
bleomycin,squamous cell carcinoma of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
bleomycin,oropharyngeal squamous cell carcinoma,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
bleomycin,squamous cell carcinoma,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bleomycin,autosomal recessive inheritance,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bleomycin,neoplasm of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
cetuximab,squamous cell carcinoma of the skin,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
cetuximab,oropharyngeal squamous cell carcinoma,squamous cell carcinoma,indication,indication,phenotype_phenotype,parent-child
cetuximab,squamous cell carcinoma,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
cetuximab,autosomal recessive inheritance,squamous cell carcinoma,indication,indication,disease_phenotype_positive,phenotype present
